,DBN,School Name,BN,Number of Students_K_G&T,Number of Classes_K_G&T,Average Class Size_K_G&T,Minimum Class Size_K_G&T,Maximum Class Size_K_G&T,Number of Students_K_ICT,Number of Classes_K_ICT,Average Class Size_K_ICT,Minimum Class Size_K_ICT,Maximum Class Size_K_ICT,Number of Students_K_Gen Ed,Number of Classes_K_Gen Ed,Average Class Size_K_Gen Ed,Minimum Class Size_K_Gen Ed,Maximum Class Size_K_Gen Ed,Number of Students_K_ICT & G&T,Number of Classes_K_ICT & G&T,Average Class Size_K_ICT & G&T,Minimum Class Size_K_ICT & G&T,Maximum Class Size_K_ICT & G&T,Number of Students_1_G&T,Number of Classes_1_G&T,Average Class Size_1_G&T,Minimum Class Size_1_G&T,Maximum Class Size_1_G&T,Number of Students_1_ICT,Number of Classes_1_ICT,Average Class Size_1_ICT,Minimum Class Size_1_ICT,Maximum Class Size_1_ICT,Number of Students_1_Gen Ed,Number of Classes_1_Gen Ed,Average Class Size_1_Gen Ed,Minimum Class Size_1_Gen Ed,Maximum Class Size_1_Gen Ed,Number of Students_1_ICT & G&T,Number of Classes_1_ICT & G&T,Average Class Size_1_ICT & G&T,Minimum Class Size_1_ICT & G&T,Maximum Class Size_1_ICT & G&T,Number of Students_2_G&T,Number of Classes_2_G&T,Average Class Size_2_G&T,Minimum Class Size_2_G&T,Maximum Class Size_2_G&T,Number of Students_2_ICT,Number of Classes_2_ICT,Average Class Size_2_ICT,Minimum Class Size_2_ICT,Maximum Class Size_2_ICT,Number of Students_2_Gen Ed,Number of Classes_2_Gen Ed,Average Class Size_2_Gen Ed,Minimum Class Size_2_Gen Ed,Maximum Class Size_2_Gen Ed,Number of Students_2_ICT & G&T,Number of Classes_2_ICT & G&T,Average Class Size_2_ICT & G&T,Minimum Class Size_2_ICT & G&T,Maximum Class Size_2_ICT & G&T,Number of Students_3_G&T,Number of Classes_3_G&T,Average Class Size_3_G&T,Minimum Class Size_3_G&T,Maximum Class Size_3_G&T,Number of Students_3_ICT,Number of Classes_3_ICT,Average Class Size_3_ICT,Minimum Class Size_3_ICT,Maximum Class Size_3_ICT,Number of Students_3_Gen Ed,Number of Classes_3_Gen Ed,Average Class Size_3_Gen Ed,Minimum Class Size_3_Gen Ed,Maximum Class Size_3_Gen Ed,Number of Students_3_ICT & G&T,Number of Classes_3_ICT & G&T,Average Class Size_3_ICT & G&T,Minimum Class Size_3_ICT & G&T,Maximum Class Size_3_ICT & G&T,Number of Students_4_G&T,Number of Classes_4_G&T,Average Class Size_4_G&T,Minimum Class Size_4_G&T,Maximum Class Size_4_G&T,Number of Students_4_ICT,Number of Classes_4_ICT,Average Class Size_4_ICT,Minimum Class Size_4_ICT,Maximum Class Size_4_ICT,Number of Students_4_Gen Ed,Number of Classes_4_Gen Ed,Average Class Size_4_Gen Ed,Minimum Class Size_4_Gen Ed,Maximum Class Size_4_Gen Ed,Number of Students_4_ICT & G&T,Number of Classes_4_ICT & G&T,Average Class Size_4_ICT & G&T,Minimum Class Size_4_ICT & G&T,Maximum Class Size_4_ICT & G&T,Number of Students_5_G&T,Number of Classes_5_G&T,Average Class Size_5_G&T,Minimum Class Size_5_G&T,Maximum Class Size_5_G&T,Number of Students_5_ICT,Number of Classes_5_ICT,Average Class Size_5_ICT,Minimum Class Size_5_ICT,Maximum Class Size_5_ICT,Number of Students_5_Gen Ed,Number of Classes_5_Gen Ed,Average Class Size_5_Gen Ed,Minimum Class Size_5_Gen Ed,Maximum Class Size_5_Gen Ed,Number of Students_5_ICT & G&T,Number of Classes_5_ICT & G&T,Average Class Size_5_ICT & G&T,Minimum Class Size_5_ICT & G&T,Maximum Class Size_5_ICT & G&T,Number of Students_6_ICT,Number of Classes_6_ICT,Average Class Size_6_ICT,Minimum Class Size_6_ICT,Maximum Class Size_6_ICT,Number of Students_6_Gen Ed,Number of Classes_6_Gen Ed,Average Class Size_6_Gen Ed,Minimum Class Size_6_Gen Ed,Maximum Class Size_6_Gen Ed,Number of Students_7_ICT,Number of Classes_7_ICT,Average Class Size_7_ICT,Minimum Class Size_7_ICT,Maximum Class Size_7_ICT,Number of Students_7_Gen Ed,Number of Classes_7_Gen Ed,Average Class Size_7_Gen Ed,Minimum Class Size_7_Gen Ed,Maximum Class Size_7_Gen Ed,Number of Students_8_ICT,Number of Classes_8_ICT,Average Class Size_8_ICT,Minimum Class Size_8_ICT,Maximum Class Size_8_ICT,Number of Students_8_Gen Ed,Number of Classes_8_Gen Ed,Average Class Size_8_Gen Ed,Minimum Class Size_8_Gen Ed,Maximum Class Size_8_Gen Ed,Number of Students_K-8 SC_SC 12:1:1,Number of Classes_K-8 SC_SC 12:1:1,Average Class Size_K-8 SC_SC 12:1:1,Minimum Class Size_K-8 SC_SC 12:1:1,Maximum Class Size_K-8 SC_SC 12:1:1,Number of Students_K-8 SC_SC 12:1,Number of Classes_K-8 SC_SC 12:1,Average Class Size_K-8 SC_SC 12:1,Minimum Class Size_K-8 SC_SC 12:1,Maximum Class Size_K-8 SC_SC 12:1,Number of Students_K-8 SC_SC 6:1:1,Number of Classes_K-8 SC_SC 6:1:1,Average Class Size_K-8 SC_SC 6:1:1,Minimum Class Size_K-8 SC_SC 6:1:1,Maximum Class Size_K-8 SC_SC 6:1:1,Number of Students_K-8 SC_SC 8:1:1,Number of Classes_K-8 SC_SC 8:1:1,Average Class Size_K-8 SC_SC 8:1:1,Minimum Class Size_K-8 SC_SC 8:1:1,Maximum Class Size_K-8 SC_SC 8:1:1,Number of Students_K-8 SC_SC 15:1,Number of Classes_K-8 SC_SC 15:1,Average Class Size_K-8 SC_SC 15:1,Minimum Class Size_K-8 SC_SC 15:1,Maximum Class Size_K-8 SC_SC 15:1
629,19K159,PS 159 ISAAC PITKIN,K159,,,,,,18,1,18,18,18,111,5,22.2,19,25,,,,,,,,,,,18,1,18,18,18,106,5,21.2,17,23,,,,,,,,,,,,,,,,125,6,20.83333,<15,27,,,,,,,,,,,,,,,,105,4,26.25,23,30,,,,,,,,,,,20,1,20,20,20,102,4,25.5,23,29,,,,,,,,,,,26,1,26,26,26,110,4,27.5,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,5,10.6,8,13,,,,,,,,,,,,,,,
630,19K171,IS 171 ABRAHAM LINCOLN,K171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,23,23,23,85,3,28.33333,28,29,22,1,22,22,22,87,3,29,28,30,27,1,27,27,27,112,4,28,27,29,15,2,7.5,7,8,16,2,8,8,8,,,,,,,,,,,,,,,
631,19K190,PS 190 SHEFFIELD,K190,,,,,,,,,,,23,1,23,23,23,,,,,,,,,,,,,,,,30,2,15,<15,17,,,,,,,,,,,,,,,,27,1,27,27,27,,,,,,,,,,,,,,,,26,1,26,26,26,,,,,,,,,,,,,,,,29,1,29,29,29,,,,,,,,,,,,,,,,24,1,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,8,8,8,,,,,,,,,,,,,,,,,,,,
632,19K202,PS 202 ERNEST S JENKYNS,K202,,,,,,,,,,,40,2,20,19,21,,,,,,,,,,,29,1,29,29,29,28,1,28,28,28,,,,,,,,,,,23,1,23,23,23,46,2,23,21,25,,,,,,,,,,,19,1,19,19,19,51,2,25.5,25,26,,,,,,,,,,,22,1,22,22,22,35,2,17.5,17,18,,,,,,,,,,,19,1,19,19,19,50,2,25,23,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,11.66666,10,14,10,1,10,10,10,,,,,,,,,,,,,,,
633,19K213,PS 213 NEW LOTS,K213,,,,,,,,,,,37,2,18.5,18,19,,,,,,,,,,,,,,,,47,2,23.5,23,24,,,,,,,,,,,,,,,,28,2,14,<15,15,,,,,,,,,,,18,1,18,18,18,17,1,17,17,17,,,,,,,,,,,,,,,,42,2,21,21,21,,,,,,,,,,,21,1,21,21,21,24,1,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,9.5,8,11,,,,,,,,,,,,,,,,,,,,
634,19K214,PS 214 MICHAEL FRIEDSAM,K214,,,,,,22,1,22,22,22,115,5,23,21,25,,,,,,,,,,,27,1,27,27,27,98,4,24.5,23,28,,,,,,,,,,,25,1,25,25,25,98,4,24.5,23,26,,,,,,,,,,,26,1,26,26,26,86,4,21.5,20,23,,,,,,,,,,,29,1,29,29,29,89,3,29.66666,27,32,,,,,,,,,,,27,1,27,27,27,106,4,26.5,24,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,6,10.5,9,12,,,,,,,,,,,,,,,,,,,,
635,19K218,JHS 218 JAMES P SINNOTT,K218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,21,21,21,84,4,21,<15,25,27,1,27,27,27,98,4,24.5,16,30,31,1,31,31,31,88,3,29.33333,25,>34,26,3,8.666666,7,10,25,3,8.333333,6,10,,,,,,,,,,,,,,,
636,19K224,PS 224 HALE A WOODRUFF,K224,,,,,,23,1,23,23,23,23,1,23,23,23,,,,,,,,,,,20,1,20,20,20,25,1,25,25,25,,,,,,,,,,,30,1,30,30,30,26,1,26,26,26,,,,,,,,,,,28,1,28,28,28,28,1,28,28,28,,,,,,,,,,,21,1,21,21,21,42,2,21,20,22,,,,,,,,,,,31,1,31,31,31,32,1,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,12,11,13,,,,,,,,,,,,,,,,,,,,
637,19K273,PS 273 WORTMAN,K273,,,,,,,,,,,56,2,28,26,30,,,,,,,,,,,18,1,18,18,18,22,1,22,22,22,,,,,,,,,,,,,,,,50,2,25,23,27,,,,,,,,,,,,,,,,50,2,25,24,26,,,,,,,,,,,,,,,,46,2,23,22,24,,,,,,,,,,,29,1,29,29,29,31,1,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3,11,10,12,,,,,,,,,,,,,,,,,,,,
638,19K290,PS 290 JUAN MOREL CAMPOS,K290,,,,,,25,1,25,25,25,62,3,20.66666,17,24,,,,,,,,,,,24,1,24,24,24,51,3,17,<15,19,,,,,,,,,,,25,1,25,25,25,43,2,21.5,15,28,,,,,,,,,,,25,1,25,25,25,52,2,26,25,27,,,,,,,,,,,25,1,25,25,25,50,2,25,25,25,,,,,,,,,,,23,1,23,23,23,45,2,22.5,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,5,11.4,11,12,,,,,,,,,,,,,,,,,,,,
639,19K292,JHS 292 MARGARET S DOUGLAS,K292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,18,18,18,121,5,24.2,20,28,75,3,25,19,30,87,3,29,27,31,28,1,28,28,28,144,5,28.8,24,31,59,5,11.8,10,14,10,1,10,10,10,,,,,,,,,,,11,1,11,11,11
640,19K306,PS 306 ETHAN ALLEN,K306,,,,,,24,1,24,24,24,20,1,20,20,20,,,,,,,,,,,,,,,,40,2,20,19,21,,,,,,,,,,,15,1,15,15,15,15,1,15,15,15,,,,,,,,,,,22,1,22,22,22,23,1,23,23,23,,,,,,,,,,,22,1,22,22,22,20,1,20,20,20,,,,,,,,,,,,,,,,48,2,24,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4,12.5,11,13,,,,,,,,,,,,,,,,,,,,
641,19K325,THE FRESH CREEK SCHOOL,K325,,,,,,17,1,17,17,17,13,1,13,<15,<15,,,,,,,,,,,,,,,,29,1,29,29,29,,,,,,,,,,,,,,,,35,2,17.5,17,18,,,,,,,,,,,17,1,17,17,17,17,1,17,17,17,,,,,,,,,,,27,1,27,27,27,,,,,,,,,,,,,,,,,,,,,36,2,18,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,<6,<6,,,,,,,,,,,,,,,,,,,,
642,19K328,PS 328 PHYLLIS WHEATLEY,K328,,,,,,,,,,,47,2,23.5,23,24,,,,,,,,,,,,,,,,37,2,18.5,17,20,,,,,,,,,,,,,,,,32,2,16,15,17,,,,,,,,,,,,,,,,30,1,30,30,30,,,,,,,,,,,,,,,,46,2,23,23,23,,,,,,,,,,,22,1,22,22,22,19,1,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,12,12,12,,,,,,,,,,,,,,,,,,,,
643,19K345,PS 345 PATROLMAN ROBERT BOLDEN,K345,,,,,,19,1,19,19,19,49,3,16.33333,16,17,,,,,,,,,,,19,1,19,19,19,56,3,18.66666,17,21,,,,,,,,,,,,,,,,81,4,20.25,16,23,,,,,,,,,,,,,,,,73,3,24.33333,23,25,,,,,,,,,,,20,1,20,20,20,62,3,20.66666,18,23,,,,,,,,,,,,,,,,76,3,25.33333,23,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,5,8.8,7,11,,,,,,,,,,,,,,,,,,,,
644,19K346,PS 346 ABE STARK,K346,,,,,,20,1,20,20,20,61,3,20.33333,19,22,,,,,,,,,,,20,1,20,20,20,67,3,22.33333,22,23,,,,,,,,,,,27,1,27,27,27,48,2,24,24,24,,,,,,,,,,,25,1,25,25,25,52,2,26,26,26,,,,,,,,,,,26,1,26,26,26,72,3,24,23,25,,,,,,,,,,,53,2,26.5,26,27,26,1,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,9,8,10,,,,,,,,,,,23,4,5.75,<6,8,,,,,
645,19K364,IS 364 GATEWAY,K364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,26,26,26,78,3,26,25,27,25,1,25,25,25,89,3,29.66666,29,30,26,1,26,26,26,69,3,23,22,25,33,3,11,10,12,,,,,,,,,,,,,,,,,,,,
646,19K404,ACADEMY FOR YOUNG WRITERS,K404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3,21.33333,19,25,,,,,,53,2,26.5,26,27,29,1,29,29,29,72,3,24,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,19K409,EAST NEW YORK FAMILY ACADEMY,K409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2,24.5,23,26,25,1,25,25,25,48,2,24,23,25,25,1,25,25,25,43,2,21.5,20,23,26,1,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,
648,19K422,SPRING CREEK COMMUNITY SCHOOL,K422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,2,26.5,26,27,26,1,26,26,26,59,2,29.5,29,30,27,1,27,27,27,41,2,20.5,17,24,26,1,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,
649,19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,K452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2,28.5,28,29,59,2,29.5,28,31,57,2,28.5,28,29,62,2,31,31,31,23,1,23,23,23,78,3,26,22,29,,,,,,,,,,,,,,,,,,,,,,,,,
650,19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,K557,,,,,,21,1,21,21,21,17,1,17,17,17,,,,,,,,,,,25,1,25,25,25,21,1,21,21,21,,,,,,,,,,,57,2,28.5,28,29,,,,,,,,,,,,,,,,24,1,24,24,24,20,1,20,20,20,,,,,,,,,,,21,1,21,21,21,22,1,22,22,22,,,,,,,,,,,42,2,21,<15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,10,10,10,10,1,10,10,10,,,,,,,,,,,,,,,
651,19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,K654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,25,25,25,54,2,27,26,28,58,2,29,28,30,33,1,33,33,33,55,2,27.5,25,30,23,1,23,23,23,,,,,,45,4,11.25,9,13,,,,,,,,,,,,,,,
652,19K661,VISTA ACADEMY,K661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,30,30,30,114,4,28.5,27,30,22,1,22,22,22,114,4,28.5,27,29,29,1,29,29,29,88,3,29.33333,28,30,31,3,10.33333,6,13,,,,,,,,,,,,,,,,,,,,
653,19K662,LIBERTY AVENUE MIDDLE SCHOOL,K662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2,30.5,30,31,90,3,30,30,30,76,3,25.33333,24,27,78,3,26,25,28,72,3,24,22,27,79,3,26.33333,24,29,9,1,9,9,9,,,,,,,,,,,,,,,,,,,,
654,19K663,SCHOOL OF THE FUTURE BROOKLYN,K663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3,17.66666,17,19,19,1,19,19,19,60,3,20,18,24,,,,,,40,2,20,19,21,20,1,20,20,20,8,1,8,8,8,,,,,,,,,,,,,,,,,,,,
655,19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,K677,,,,,,25,1,25,25,25,52,2,26,25,27,,,,,,,,,,,20,1,20,20,20,50,3,16.66666,16,18,,,,,,,,,,,21,1,21,21,21,59,3,19.66666,19,21,,,,,,,,,,,23,1,23,23,23,47,2,23.5,23,24,,,,,,,,,,,30,1,30,30,30,59,2,29.5,29,30,,,,,,,,,,,24,1,24,24,24,48,2,24,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4,10.5,9,13,,,,,,,,,,,,,,,,,,,,
656,19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,K678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,28,28,28,54,2,27,25,29,54,2,27,27,27,27,1,27,27,27,50,2,25,25,25,26,1,26,26,26,12,1,12,12,12,,,,,,,,,,,,,,,,,,,,
657,19K760,HIGHLAND PARK COMMUNITY SCHOOL,K760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,28,28,28,84,3,28,28,28,19,1,19,19,19,72,3,24,22,27,45,2,22.5,22,23,48,2,24,24,24,16,2,8,<6,13,6,1,6,6,6,,,,,,,,,,,,,,,
658,20K030,PS/IS 30 MARY WHITE OVINGTON,K030,,,,,,49,2,24.5,24,25,50,2,25,25,25,,,,,,,,,,,31,1,31,31,31,76,3,25.33333,21,32,,,,,,,,,,,27,1,27,27,27,68,3,22.66666,17,26,,,,,,,,,,,29,1,29,29,29,74,3,24.66666,22,26,,,,,,,,,,,25,1,25,25,25,75,3,25,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,30,30,30,96,3,32,32,32,60,2,30,27,33,56,2,28,27,29,30,1,30,30,30,92,3,30.66666,30,32,40,4,10,6,13,,,,,,,,,,,,,,,,,,,,
659,20K048,PS 048 MAPLETON,K048,,,,,,24,1,24,24,24,73,3,24.33333,24,25,,,,,,,,,,,32,1,32,32,32,63,2,31.5,31,32,,,,,,,,,,,28,1,28,28,28,55,2,27.5,27,28,,,,,,,,,,,24,1,24,24,24,49,2,24.5,24,25,,,,,,,,,,,29,1,29,29,29,59,2,29.5,29,30,,,,,,,,,,,54,2,27,27,27,51,2,25.5,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3,11.33333,11,12,,,,,,,,,,,,,,,,,,,,
660,20K062,JHS 062 DITMAS,K062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,3,27.66666,26,29,273,10,27.3,20,30,117,4,29.25,28,30,299,10,29.9,28,31,83,3,27.66666,25,30,287,10,28.7,22,31,32,3,10.66666,10,11,24,3,8,<6,10,,,,,,,,,,,,,,,
661,20K069,PS 69 VINCENT D GRIPPO SCHOOL,K069,,,,,,,,,,,138,5,27.6,25,30,,,,,,,,,,,,,,,,125,5,25,24,26,,,,,,,,,,,,,,,,107,4,26.75,21,30,,,,,,,,,,,,,,,,129,5,25.8,22,29,,,,,,,,,,,,,,,,137,5,27.4,23,31,,,,,,,,,,,,,,,,133,5,26.6,25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,7.5,6,9,,,,,,,,,,,,,,,,,,,,
662,20K102,PS 102 THE BAYVIEW,K102,25,1,25,25,25,49,2,24.5,24,25,175,7,25,24,26,,,,,,32,1,32,32,32,54,2,27,26,28,145,5,29,28,31,,,,,,32,1,32,32,32,25,1,25,25,25,158,6,26.33333,23,31,,,,,,32,1,32,32,32,62,2,31,31,31,150,5,30,29,31,,,,,,28,1,28,28,28,51,2,25.5,25,26,137,5,27.4,25,31,,,,,,31,1,31,31,31,28,1,28,28,28,152,5,30.4,28,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,4,<6,<6,49,5,9.8,7,12,,,,,,,,,,,,,,,
663,20K104,PS/IS 104 THE FORT HAMILTON SCHOOL,K104,25,1,25,25,25,25,1,25,25,25,73,3,24.33333,24,25,,,,,,27,1,27,27,27,,,,,,107,4,26.75,26,27,,,,,,28,1,28,28,28,,,,,,93,3,31,30,32,,,,,,31,1,31,31,31,31,1,31,31,31,61,2,30.5,30,31,,,,,,26,1,26,26,26,27,1,27,27,27,54,2,27,26,28,,,,,,32,1,32,32,32,,,,,,95,3,31.66666,31,32,,,,,,30,1,30,30,30,124,4,31,31,31,29,1,29,29,29,129,4,32.25,31,33,31,1,31,31,31,131,4,32.75,32,33,,,,,,53,6,8.833333,6,11,,,,,,,,,,,,,,,
664,20K105,PS 105 THE BLYTHEBOURNE,K105,,,,,,,,,,,274,11,24.90909,24,25,,,,,,,,,,,,,,,,260,9,28.88888,26,30,,,,,,,,,,,,,,,,236,9,26.22222,24,29,,,,,,,,,,,,,,,,256,9,28.44444,26,30,,,,,,,,,,,,,,,,238,9,26.44444,22,31,,,,,,,,,,,,,,,,233,9,25.88888,21,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,8,8,8,,,,,,,,,,,,,,,,,,,,
665,20K112,PS 112 LEFFERTS PARK,K112,,,,,,25,1,25,25,25,100,4,25,25,25,,,,,,,,,,,23,1,23,23,23,91,4,22.75,21,24,,,,,,,,,,,50,2,25,23,27,74,3,24.66666,24,25,,,,,,,,,,,53,2,26.5,26,27,41,2,20.5,19,22,,,,,,,,,,,23,1,23,23,23,69,3,23,21,25,,,,,,,,,,,26,1,26,26,26,75,3,25,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,11,11,11,,,,,,,,,,,,,,,,,,,,
666,20K127,PS 127 MCKINLEY PARK,K127,,,,,,45,2,22.5,21,24,75,3,25,24,26,,,,,,,,,,,23,1,23,23,23,70,3,23.33333,21,25,,,,,,,,,,,25,1,25,25,25,56,2,28,26,30,,,,,,,,,,,21,1,21,21,21,54,2,27,26,28,,,,,,,,,,,21,1,21,21,21,43,2,21.5,21,22,,,,,,,,,,,33,1,33,33,33,62,2,31,28,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,9,9,9,,,,,,,,,,,,,,,,,,,,
667,20K160,PS 160 WILLIAM T SAMPSON,K160,,,,,,25,1,25,25,25,123,5,24.6,24,25,,,,,,,,,,,24,1,24,24,24,177,7,25.28571,20,30,,,,,,,,,,,22,1,22,22,22,184,7,26.28571,24,29,,,,,,,,,,,51,2,25.5,23,28,179,7,25.57142,24,27,,,,,,,,,,,54,2,27,25,29,160,6,26.66666,25,28,,,,,,,,,,,29,1,29,29,29,186,7,26.57142,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,9,6,12,22,2,11,10,12,,,,,,,,,,,,,,,
668,20K163,PS 163 BATH BEACH,K163,,,,,,25,1,25,25,25,48,2,24,24,24,,,,,,,,,,,,,,,,55,2,27.5,27,28,,,,,,,,,,,24,1,24,24,24,28,1,28,28,28,,,,,,,,,,,25,1,25,25,25,24,1,24,24,24,,,,,,,,,,,27,1,27,27,27,27,1,27,27,27,,,,,,,,,,,33,1,33,33,33,33,1,33,33,33,,,,,,,,,,,61,3,20.33333,19,22,27,1,27,27,27,56,2,28,27,29,30,1,30,30,30,59,2,29.5,29,30,48,5,9.6,7,12,,,,,,,,,,,,,,,,,,,,
669,20K164,PS 164 CAESAR RODNEY,K164,25,1,25,25,25,17,1,17,17,17,100,5,20,15,24,,,,,,32,1,32,32,32,31,1,31,31,31,70,3,23.33333,21,27,,,,,,27,1,27,27,27,33,1,33,33,33,32,1,32,32,32,,,,,,31,1,31,31,31,34,1,34,34,34,32,1,32,32,32,,,,,,30,1,30,30,30,28,1,28,28,28,29,1,29,29,29,,,,,,16,1,16,16,16,25,1,25,25,25,43,2,21.5,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,11.25,10,12,,,,,,,,,,,,,,,,,,,,
